Date,Name and Loc,Rating,Title,Review
Date of experience: May 2015,"MartinRebeiroBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",What I liked about this beach was it was very less populated with we visited it. We stayed right through the evening and had the wonder of appreciating the star lit night.,A night under the stars
Date of experience: July 2014,"ujala_chandaniNoida, India","<span class=""ui_bubble_rating bubble_40""></span>",Its nice beach with beautiful sunset and many restaurants to enjoy sea food with family and friends with Goan Music and Candle light theme based awesome restaurants..Pleasant experience..,Anjuna
Date of experience: December 2014,Akshit J,"<span class=""ui_bubble_rating bubble_40""></span>",The beach is located in North Goa and can be reached by bus from Mapusa Bus Stand.The bus ride shall cost you Rs 6 from Mapusa Bus Stand to Anjuna Beach. Once at mpusa you need to walk for some time to reach the beach....More,Nice Beach
Date of experience: June 2015,"Mahesh_307Bathinda, India","<span class=""ui_bubble_rating bubble_30""></span>","the rocks are slippery, plz assure kids are not taken on them, specially in high tide, the crabs are living in the rocks, be carefull, you can reach here on two wheelers which are easily available on rent",very slippery
Date of experience: May 2015,"manish24x7New Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",The beach is located in North Goa and can be reached by bus from Mapusa Bus Stand.The bus ride shall cost you Rs 6 from Mapusa Bus Stand to Anjuna Beach. Once at mpusa you need to walk for some time to reach the beach....More,a really nice beach
Date of experience: October 2014,"tanmay108Chennai, India","<span class=""ui_bubble_rating bubble_50""></span>",This is the  Great Beach Situated in North Goa Excellent For Picnic It Boast Famous 5 Star Hotel Laguna Anjuna,Great Beach
Date of experience: May 2015,"Kallol GKolkata, India","<span class=""ui_bubble_rating bubble_50""></span>","Very less crowded beach, surrounded with nice small mountains and deep blue sea. A little rocky though. The water is very clear in that beach. I saw small fishes roaming around here and there. Not very ideal place to swim as you have to face...More",Rocky mountain beach
Date of experience: February 2015,"Alf878Panjim, India","<span class=""ui_bubble_rating bubble_40""></span>","the first beach north after busy Baga Beach.
Good music, Hippy Market ( Wed ). Just enough bars and food places to keep it special",Anjuna magic
Date of experience: May 2015,"willowcloseParis, France","<span class=""ui_bubble_rating bubble_50""></span>","The beach had a lovely atmosphere, the shacks weren't so busy at this time of the year and the beach was quite quiet.",Lovely beach
Date of experience: May 2015,Busytraveler75Baroda,"<span class=""ui_bubble_rating bubble_40""></span>",It is rocky beach and we can swim enjoy beach but the location is very good. We can have very good pictures. Worth to visit the beach and do some good photo shoot.,Nice rocky beach
Date of experience: November 2014,"Udit_007National Capital Territory of Delhi, India","<span class=""ui_bubble_rating bubble_50""></span>","Less crowded beach and perfect destination to avoid crowd like baga beach and very near to it.
Not for water sports but just to enjoy sea.....night clubs are also there for nightlife lovers.",Excellent for peace loving
Date of experience: February 2015,"apintoloboMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",Beautiful scenic view of the sunset. Not a place to swim as there are plenty of rocks to encounter while getting to the sea plus the water levels differ at different spots making the beach quite dangerous for swimmers. The beach is a spot for...More,"MUSIC, PARTY AND A GREAT TIME"
Date of experience: October 2014,"OrdinaryprofileKuwait City, Kuwait","<span class=""ui_bubble_rating bubble_50""></span>","Anjuna Beach is the spot if you are looking for good music + beach access + party crowd, the place is lined up with the most fanous cafes and beach shack, all the way from liliput cafe to shiva valley and curlies. it is a...More",Shack Heaven
Date of experience: February 2015,"Tarun RPune, Maharashtra, India","<span class=""ui_bubble_rating bubble_50""></span>",Must visit beach in Goa. You will love the beauty but beware of the water levels. Its one of the favorite beach of both of us a couple.,I love it
Date of experience: June 2014,"PaulMarcLondon, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>","Away from the resorts and clubbers, this rustic beach and town is perfect for a quieter Goa. When we went it was march so low season. It was very chilled, beautiful lassi's on the beach!! There is a lively market on the far side. 
My...More",Perfect chill out location
Date of experience: May 2015,"Nirav1976Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",The scenic beauty of Anjuna Beach is good. But going there is difficult. Ideal time is to in evening.,Anjuna Goa
Date of experience: May 2015,"RaghunadhANew Delhi, India","<span class=""ui_bubble_rating bubble_50""></span>","Whoever visiting Goa, must be here in Shiva valley at least once (open only Tuesday) to spent till early morning especially coming with friends, cheap alcohol, excellent music and happening place. Need to take the help to reach this place. Otherwise Anjuna beach is calm...More",Must come on Tuesday for Shiva Valley
Date of experience: September 2014,"VinayMudgilNorcross, Georgia","<span class=""ui_bubble_rating bubble_30""></span>","First things first, be very careful while going this one, as its full with rocks on seashore, and those rocks are also very slippery, many of my friends fell down while trying to get closer to the sea and have themselves clicked. 

Good thing: Sound...More",Thrilling and fun
Date of experience: September 2014,GajriaMB,"<span class=""ui_bubble_rating bubble_50""></span>","Great view, good Food, a good amount of tourists
excellent sunset views

A must visit when one is at Goa",Wow!!
Date of experience: February 2015,"surabhisharma23Chandigarh, India","<span class=""ui_bubble_rating bubble_40""></span>",anjuna is one of the finest beach in goa. i hv been there twice in my life time.. its a very relaxing place..  the rocks on the beach make it even more beautiful.. sitting n relaxing there u feel that you are in sync with...More,anjuna- the beach of hippies
Date of experience: April 2015,"jemimajonathanBengaluru, India","<span class=""ui_bubble_rating bubble_20""></span>","The beach is crowded and dirty, not worth a visit ! There are other beaches in Goa, which are better than this.",Not that great !
Date of experience: April 2015,"anurag_gupta24Kanpur, India","<span class=""ui_bubble_rating bubble_40""></span>",Just go to a shack and enjoy the evening watching the sun setting. The atmosphere is relaxed and if one is tired of the bustle was BAGA. This is the place to be,Great for chilling
Date of experience: May 2015,140swapnilp,"<span class=""ui_bubble_rating bubble_50""></span>",We had visited many beaches in goa but we loved this beach. This is the best beach of Goa. The red rocks on the beach make a beautiful look for beach,One of best beach
Date of experience: May 2015,"Lohith1509Bengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>","Anjuna is my most favorite beach in Goa which is referred to as the beach of the Hippies. This rocky beach with its loud roars and its picturesque shacks playing super loud music, hosts an awesome sunset which would make you fall in love with...More",Love this beach!
Date of experience: May 2015,"chaundhyanPune, India","<span class=""ui_bubble_rating bubble_50""></span>","Hi,

Anjuna is a beach which you can choose to meet with the inner you. I mean it !
So nice, quite, serene, beautiful place to sit back and relax the whole day.

Regards,
Mukul Chaundhyan","Go there, and be speechless"
Date of experience: February 2015,parashardeepakujjain,"<span class=""ui_bubble_rating bubble_40""></span>","stayed at baga and visited anjuna ..good beach.. but rate lower then baga by many means..small beach.. good for swimmers..very less water sport activity.. that to be you need to bargain it hard..maximum restaurants only continental food if u want indian stuff or breakfast ,no...More",nice little beach
Date of experience: April 2015,"pdesai2015Mumbai, India","<span class=""ui_bubble_rating bubble_30""></span>",Undeveloped still quiet beach. Just give a visit to Anjuna Wednesday day market. Restaurant near beaches are not commendable.,It's ohk type
Date of experience: April 2015,funnyideaTrivandrum,"<span class=""ui_bubble_rating bubble_30""></span>","I feel there are too many rocks for comfort, there is a chance of getting hurt..I went after the peak season time so not many people were around..",Not so good
Date of experience: June 2014,Saumil1611,"<span class=""ui_bubble_rating bubble_40""></span>","Curlies is a must visit for the youth. A place full of fun and enjoyment. Anjuna is a comparitively less explored beach and thus, relatively clean.",Anjuna (Curlies)
Date of experience: October 2014,"debashis77_12Dehradun, India","<span class=""ui_bubble_rating bubble_50""></span>",The beach is famous for its stunning natural beauty with swaying palms trees and soft powered white sands. The beach is marked by an unusual rocky formation overlying a cove of white sand and black rock that juts out into the Sea. Bathing is generally...More,The rocky beach
Date of experience: February 2015,"MrsPriyeNoida, India","<span class=""ui_bubble_rating bubble_40""></span>","Before reaching the sand beach at Anjuna, you cross a rock beach on right side of the road. for reaching the beach, you have to go down a little on slop. But definitely a different experience.  

After viewing all sand beaches around Goa, this beach...More",Rock Beach
Date of experience: March 2015,"Rishika24Mumbai, Maharashtra, India","<span class=""ui_bubble_rating bubble_50""></span>",Beautiful beach. Clean waters. Good for those who want to get a little wet in the sea. Lots of cafes shacks that give really good food.  Watersports is also available.,Peaceful
Date of experience: April 2015,SanoritaKolkata,"<span class=""ui_bubble_rating bubble_30""></span>","Its a good beach if you want to spend some time with yourself. Just feel the beauty, life is so calm there.",Good beach Anjuna
Date of experience: April 2015,"Kumar SChennai, India","<span class=""ui_bubble_rating bubble_30""></span>",There is less amount local crowds around this beach . So You can drink and enjoy here well . It is named as a party beach,For Beach Party Lovers
Date of experience: April 2015,srik79Bangalore,"<span class=""ui_bubble_rating bubble_40""></span>","A perfect Get-together with my childhood friends!, visited last week, most of the beach shacks were getting removed as nearing to an off-season, however, clean and pleasant Sea view, no risk for anybody (including foreigners), as SECURITY (COPS) take surprise visits near the Beach after...More","Childhood friends - Get-Together - very clean and decent crowd, tasty food joints"
Date of experience: September 2014,"WaddlerYork, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>","Beach isn't that great and seemed a bit desolate, but the weather wasn't that good when we were there.

A couple of cows on the beach and that was about it. Except for the average markets of course.",Not that attractive
Date of experience: April 2015,"technotrystMelbourne, Australia","<span class=""ui_bubble_rating bubble_30""></span>","Anjuna is 6 to 8 kms from baga beach. Not much activities in the beach. It has a view point and rocky stuffs to take pictures. Vagator beach is near to anjuna where you can realx, enjoy water activities, swimming. we found anjuna is surrounded...More",Another beach in Goa
Date of experience: March 2015,MaitreyeemamKolkata,"<span class=""ui_bubble_rating bubble_30""></span>","Don't visit the beach in the morning upto 11a.m. At that time generally there is no tourist in the beach. Only dogs. 30 -35 stray dogs. My 10 year old son had to experience the bite. Then finding a hospital, taking vaccine etc etc....spoiled the...More",Beware of Dogs
Date of experience: March 2015,"Chauhan_VishalNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>","Hii

We booked a resort at Calangute beach which is the most famous beach in north Goa. But in evening we made a plan to visit Anjuna and Vegator beach but the priority was Anjuna. Finally we was Anjuna . Here i want to say...More",Anjuna beach in Evening
Date of experience: July 2014,"ROYKALYANMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>","Unlike other beaches in Goa where you can hit the beaches , go for swim this beach is rocky and can be viewed best from top. Different beach view , good resto bars in and around the beach to hang on , but Anjuna is...More",Anjuna - A rocky beach in Goa
Date of experience: November 2014,"NJMforeverBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>","If there's any beach i'd recommend to anyone who travels to Goa, Anjuna beach would be it. With the perfect blend of great night life along with serene beach spots, Anjuna trumps all since it does not even attract the same kind of crazy crowd...More","Away from the madness of Baga beach, but still great for partying"
Date of experience: April 2015,"shallydharMumbai, India","<span class=""ui_bubble_rating bubble_20""></span>","Not al all clean , black dirty sand - didn't like the experience - i would prefer south goa beaches any day",Dirty
Date of experience: April 2015,"subrat17Eindhoven, The Netherlands","<span class=""ui_bubble_rating bubble_50""></span>","Well its not that easy to find anjuna beach, but every one's start attraction remains the same. as said to get to something great we need to put in some effort.
It took us almost an hour to find the way to anjuna beach, however...More",Excellent & Exceedignly flabish beach
Date of experience: April 2015,"snehal12345Mumbai, India","<span class=""ui_bubble_rating bubble_50""></span>",Must visit place. Quite and clean beach. If you want to relax and enjoy the sea shore visit this place.,Heaven on earth.
Date of experience: March 2015,"sachingoel143Ghaziabad, India","<span class=""ui_bubble_rating bubble_50""></span>",really its a really peaceful place to visit. i have funa lot and lots of beach party organise around nd lots of market nd one flea market every saturday .....,peaceful beach
Date of experience: March 2015,"monairanTehran, Iran","<span class=""ui_bubble_rating bubble_40""></span>",a little shacks but quiet beach. and good for swimming...........................................................................................................,quiet beach
Date of experience: March 2015,"kumarge211New Delhi, India","<span class=""ui_bubble_rating bubble_50""></span>","very nice and long beach, good crowd of the people. Nice shacks, food joints. A lovely place to date.",Excellent
Date of experience: March 2015,"NirmalSunkariGurugram (Gurgaon), India","<span class=""ui_bubble_rating bubble_40""></span>",A slightly different kind of beach -- colorful rocky. It is a good place if you want to rest in the shacks and restaurants overlooking the beach. Heard the sunrise is beautiful here...but missed doing it,Anjuna
Date of experience: February 2015,"vinaypal1607Raipur, India","<span class=""ui_bubble_rating bubble_50""></span>",its a beautiful beach and with less crowed beach is clean many good markets near it the beach have many restaurants,Awesome beach to go
Date of experience: October 2014,"VineetVajpayeeNavi Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",You can chill out late nights there. A good beach indeed whether u r there in evening or night. Couple of restaurants were there which keep on playing good music till late night.,Awesome Anjuna
Date of experience: March 2015,"PrajithPSBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>","Beautiful beach. Bit crowded, its better to go there before sunset. Concrete blocks are laid by beach side and you can walk on it.",No sand beach
Date of experience: March 2015,"julie390Pune, India","<span class=""ui_bubble_rating bubble_50""></span>","This beach have many good Restaurant  and all water sports available also less crowded, mostly foreigner, market near beach is good",Good for view
Date of experience: April 2014,"SupriyaBanerjeeBengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>","Amazing place to let your hair down and relax and away from the 'ogling eye crowd' of Goa ! Awesome variety of shacks , foods and music to choose from.",Goa's trance haven - away from the city hustle bustle
Date of experience: March 2015,"stoner_hrishiGoa, India","<span class=""ui_bubble_rating bubble_50""></span>",this place is calm and quite in the morning... with many beach shack with reasonable price.. but in the evening the scenario changes most of the shacks organise dj's with live barbeque counters on the beach. i just luv this place.,awesome place to go...
Date of experience: February 2015,"Gaurav GChennai, India","<span class=""ui_bubble_rating bubble_40""></span>","There are no, of restaurants here on the beach which keeps organizing events, if you want to go for candle light dinner this is the place where you can enjoy it most with tasty food, nice atmosphere and gentle sea breeze.",Awesome place to go to
Date of experience: January 2015,"poojabansalNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>","Hi, This beach is nice but rocky. But if you want to avoid people in season time this is a good beach. You will find lesser people here as compared to candolim  and calangute. 
As such all beaches in goa are nice and have their...More",Rocky beach
Date of experience: March 2015,"BinoyMenonAhmedabad, India","<span class=""ui_bubble_rating bubble_40""></span>",Was there on Wednesday and enjoyed the Flee Market and the landscape around the beach.. Especially the stone and the natural caving created by the sea..,Nice Beach..
Date of experience: March 2015,"universalnagaChennai, India","<span class=""ui_bubble_rating bubble_50""></span>",this beach is so nice but need to carry torch or some kind of lights during the evening and night timings....the view of the beach is so nice to see and enjoyment is good there...have lots of fun ...,Excellent beach
Date of experience: March 2015,"shirleyp336Leeds, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>","Very bustling place, didn't find it really touristy not for me, more for the young ones really. Had a nice meal overl looking the sea, had lots of nibbles",Visited family and friends
Date of experience: March 2015,"mudgal786Jaipur, India","<span class=""ui_bubble_rating bubble_30""></span>","A Beach which have highest waves of water in GOA, careful specially in Evening. Drinks are costly inside beach, go nearby wine shop for official rates",A Beach with Water Sports
Date of experience: March 2015,Hemant01Pune,"<span class=""ui_bubble_rating bubble_40""></span>","A Visit to Anjuna Beach on Wednesday evening,is one of the Highs
during a Goa visit. On Wednesdays Anjuna hosts the Flea Market,which is an experience in itself. And if you like the thrill of negotiating your purchases,then nothing like the Wednesday Market. Apart from...More",A Very happening Beach !
Date of experience: March 2015,"abracadbra2014Goa Velha, India","<span class=""ui_bubble_rating bubble_50""></span>",I love this beach  though it can be buzy   there are many great places to sit and watch the ocean waves. It is a homely and friendly beach with many venues  along the sea front  each offering  different things  different music and foods.,Exciting beach
,"Somdatta CGurugram (Gurgaon), India","<span class=""ui_bubble_rating bubble_30""></span>",Rocky but picturesque beach..esp the sunset looks beautiful because of the tides crashing against rocks...,Rocky beach 
Date of experience: March 2015,"Siddhesh KMumbai, Maharashtra, India","<span class=""ui_bubble_rating bubble_30""></span>",This beach is located in the hippie circuit of Goa. The market is huge and I think the most famous of the Goa beach markets. But the beach in itself is rocky and dirty. Go for shopping and sit in one of the restaurants (something...More,Nice for (hippie) shopping but very dirty beach
Date of experience: March 2015,"iMAGINATION07Greater London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",Beautiful View and serene place. Love to visit early morning. Cafe lilliput is a place to hang out while you visit.,Love it each time I visit
Date of experience: March 2015,"Harsh KMeerut, India","<span class=""ui_bubble_rating bubble_40""></span>","This is very a quite beach.  I liitle off the road .  Mostly foreign tourist visit this beach because of its calmness and beauty.  As far as i know , no package tour will take you to this beach.  but i personally feel this is...More",Quite and Pleasent
Date of experience: March 2015,"Dream_big18Ahmedabad, India","<span class=""ui_bubble_rating bubble_50""></span>","What I liked about Anjuna beach...is it was not that crowded or crazy as Baga... and its clean...On Wednesdays, there is Flea market near the beach...a must for shopping sprees...",One of the best beaches in Goa
,"HardikT18Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",The best beach in north Goa near to baga calangute for a calm and silent stay during the day and crazy raves during the night. The whole area is quite scary and isolated but has many hidden jems to party and rave whole night !...More,No words to describe the charm of Anjuna
Date of experience: February 2015,PSSAmritsarAMRITSAR,"<span class=""ui_bubble_rating bubble_40""></span>",The beach is calm with not much of hustle and bustle . We could relax and enjoy. Not much interested in sea food which is available in plenty .,Enjoyed
Date of experience: March 2015,tharobsterliverpool,"<span class=""ui_bubble_rating bubble_40""></span>",an all night party beach . noisy if you stay beachfront especially in the middle [uv/lilleput etc go to 4 or 5am] and south end [curlies/shiva go till 8am] . great party beach wit mostly trance and electonic music plus guru with live music most...More,party beach - busy on wednesdays too
Date of experience: March 2015,"travelmaniac1993Kozhikode, India","<span class=""ui_bubble_rating bubble_30""></span>",This beach has very less shore area and the eateries and pubs have encroached so much into the sea that the waves hit the beach chairs right outside it even during low tide. Ideal for watersports as it is pretty cheap .1000 Rs for Bumper...More,Cheap Water Sports
Date of experience: April 2014,vikmumMumbai,"<span class=""ui_bubble_rating bubble_40""></span>","Its situated near the rocks, and that's what makes it different from some of the other famous beaches in Goa. However, there are not many restaurants nearby.",Rocky!
Date of experience: September 2014,"SHDDJohannesburg, South Africa","<span class=""ui_bubble_rating bubble_30""></span>",We visited this beach and it was very calm and not busy at all . I suppose it was not so popular in September. The was a shack restaurant kind of - structure but was closed and very untidy compared to the ones in the...More,average beach
Date of experience: March 2015,"PunitBelaniAhmedabad, India","<span class=""ui_bubble_rating bubble_40""></span>","A very beautiful and clean beach, comparatively less crowd from other beaches like baga beach and other famous beach. But worth to visit. Don't miss it if you are in North Goa around Anjuna. You can also find all adventurous/water activity over here.",Don't miss it if you are in North Goa
Date of experience: December 2014,MILTON B,"<span class=""ui_bubble_rating bubble_30""></span>","It is well and good. Not near the hotel, takes time to travel. Not that happening and becomes secluded during night.",Anjuna Beach
,NaomiF2901,"<span class=""ui_bubble_rating bubble_40""></span>","Do not go here unless you want to get loose! The music is loud, the drinks flow and realistically the beach isn't 'pretty'. For a banging night out it's definitely a winner but if you want to relax and unwind then avoid at all costs...More",Party! Nothing else!
Date of experience: February 2015,"Shilpy24Noida, India","<span class=""ui_bubble_rating bubble_50""></span>","I loved this beach the most. It was calm, beautiful & relaxing. If one is in mood of just chilling, should definitely go there. 

And yes, do watch the sunset here. You'll gonna love it..!!",Most Favorite beach in my list
Date of experience: October 2014,"Sarita2508Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",This is a popular beach area adjacent to Chapora fort. This is little crowded but the place is very scenic and good for photography lovers.,Beautiful beach
Date of experience: February 2015,"ArchRoseBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",The scenery at this beach is fabulous! There is rocky stretch as well as a sandy shore to this beach. There is a way to climb down to the rocks lines up at one part of the beach. You need to be careful as it...More,"Rocky, Sandy, Picturesque Beach"
Date of experience: February 2015,"Varun_ParasharNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",Anjuna is my all time favourite .... have been to may beaches but Anjuna will be my favourite every time i visit Goa ... Anjuna has to be m first beach of visit because of its shacks peace friendly people and scenic beauty.... visit anjuna...More,Anjunaaaa -- My First Beach in Goa
Date of experience: February 2015,"tejasjoshi2015Nashik, India","<span class=""ui_bubble_rating bubble_40""></span>",I found the shack operators are the most well behaved and also charges are reasonable as compared to Bagga and Calangute which is completely commercial and costlier than all other beaches. One can also enjoy water sports at Anjuna.,Good people Good Beach
Date of experience: February 2015,"shaileshu10Dombivli, India","<span class=""ui_bubble_rating bubble_50""></span>","Anjuna Beach is one of the prime attractions of Goa. One can have water sports, surf here. You can enjoy tasty sea food. There are many good shacks  which offer very good veg/non veg food with drinks. one can njoy one of the best night...More",Complete Fun Package
,Sulabh G,"<span class=""ui_bubble_rating bubble_40""></span>",This beach is not too much crowded like other beaches. Relax here if u have whole day. Surroundings is Beutiful. Just drink beer n eat sea food.,Beutiful beach
Date of experience: January 2015,"VamshiPChandraHyderabad, India","<span class=""ui_bubble_rating bubble_40""></span>","Anjuna Beach is good for photography lovers, different from other beaches in Goa, but noticed that it's not safe to get in for swimming or playing",Good for photography
Date of experience: January 2015,"Agnes2073Budapest, Budapest, Hungary","<span class=""ui_bubble_rating bubble_40""></span>","This beach is quite narrow, full of bars with Western and Goan food and music. Too many vendors, so not a place to be left alone and have a good sleep. Best beach to find psy parties ( curley's , shiva valley etc)",trendy with youngsters
Date of experience: March 2014,"zees205Dubai, United Arab Emirates","<span class=""ui_bubble_rating bubble_40""></span>","Anjuna:
Anjuna, 18 kms from Panaji is a popular beach area adjacent to Chapora fort, it is very popular with the younger generation, so dont be surprised to see groups of students arrive in buses here!There is magnificent Albuquerque mansion built in 1920, flanked by...More",Anjuna beach
,"Amrita_Narang87Mumbai, India","<span class=""ui_bubble_rating bubble_50""></span>","One of the best beaches in Goa. 
The beach is nice , clean , with less people and amazing shacks.

All the people here were very nice and decent. No cheap crowd at all.

Beach water is clean and good to swim. There are nice...More",Lovedd this beach to the core !!
,"Memories_nehaNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>","Anjuna beach has a very different ambience as there are only few  restaurants situated close to beach.  At the time of our visit, the waves were very high and we experienced the same coming on us while walking back. Saw spectacular view of moon set.",Non crowded
Date of experience: October 2014,Aditya_TravellerBangalore,"<span class=""ui_bubble_rating bubble_50""></span>",We went there on family holiday with friends. Very nice clean and beautiful beach. Unlike Baga and Calangute it is not very crowded. Nice crowd and gentry. There are several beach side restaurant like Curlies which are the most happening places in Goa. Nice music...More,Beautiful beach
Date of experience: January 2015,"thatzamitBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",Very beautiful & well maintained beach. Very good shack options are available on his beach. good water sports are also available.,Beautiful
Date of experience: February 2015,"Ruturaj_VaidyaKolhapur, India","<span class=""ui_bubble_rating bubble_50""></span>","Famous amongst Russians and hippie culture, this beach is full of hipsters and peace lovers. Shack playing transe and serving some good food along with beers is win win",Go Hippie
Date of experience: November 2014,"Helen HSwansea County, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>","The sea was lovely to swim in, not so many big waves.  nice to go for a quiet walk and the food was good.","We went here twice in our 2 week stay, nice to get away from it all."
Date of experience: February 2015,"bninadHyderabad, India","<span class=""ui_bubble_rating bubble_30""></span>","Anjuna Beach is nothing to talk about.Go ahead further to Morjim beach.Outstanding.Overwhelming European tourist gathering..Clean beach and no disturbance from unruly crowd.Lots of good shacks serving Salads,steaks,Breakfast & lunches..Very enjoyable whole day.",Morjim Beach
Date of experience: February 2015,"Mihir3646Ahmedabad, India","<span class=""ui_bubble_rating bubble_50""></span>",If you wants to do some spacial memory for Goa so anjuna beach is perfect for it. Not so clean but good view from top some good points for photography.,Good for shopping
Date of experience: January 2015,Ajay24983,"<span class=""ui_bubble_rating bubble_40""></span>",Beach is nice but not clean... lots of waste while taking bath in the sea... but the crowed is less and nice...,Nice Beach
Date of experience: January 2015,"Purnima_NayakKolkata, India","<span class=""ui_bubble_rating bubble_50""></span>",Visit this beach during sunset. It feels great to see the sun set here. Its a good beach to spend time sitting alone and feeling the peace of sea breeze and sunset together.,Good Beach (Sunset is awesome)
,yasha c,"<span class=""ui_bubble_rating bubble_40""></span>","One of the popular beaches of goa. A good place to visit if u want to watch the waves, catch some sun and sip a beer from one of the many beach shacks. But not ideal for swimming or surfing as its a very rocky...More",Good beach to unwind 
Date of experience: December 2014,"warm-iceBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",Anjuna is a little different from other neighbouring beaches - as in it has different surroundings. But the atmosphere was in true Goan spirit. Lots of eating and shopping options for spending long hours on this beach!,A good beach!
Date of experience: July 2014,"vivekbaidMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>","Always prefer going to anjuna on wednesday , at night , good party  place, must go to curlies   and lido",wednesday full on
Date of experience: September 2014,musafir_nonstopMumbai,"<span class=""ui_bubble_rating bubble_40""></span>","It is a very famous and beautiful beach of goa.. It has trees and mountains in the surroundings which makes it different from other beaches.. The atmosphere here is very unique and enjoyable with lot of options available for eating, drinking and shopping.. Must visit...More",Hippie's Paradise
Date of experience: April 2014,"RBan26Bengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>",You might not take a bath here. But yes the view from the top is very soothing. Enjoy the cool shadows of coconut trees. The famous Tanha Tanha dance in Rangeela was shot at one of the rocks in this beach. Liked the place.,Good view from top
Date of experience: August 2014,"vkgkolKuta, Indonesia","<span class=""ui_bubble_rating bubble_40""></span>","Curlie's and other shacks. Muddy waters to start with, then becomes great. What you need is what you get, including everything.",One of the most popular beaches!
Date of experience: January 2015,"ShilpamittalNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",Very beautiful beach. Some very good shacks & eating options are available on this beach. Better than calangute.,Lovely
Date of experience: January 2015,"KunalWaniMumbai, India","<span class=""ui_bubble_rating bubble_50""></span>","Oh Anjuna. We were here 3 out of the 5 days of our trip. Great view (walk towards the quieter side), cold beer, long massage and we are good to stay here for the entire day! The vibes keep changing over the duration of the...More",Plop down and don't move
Date of experience: December 2014,"Vivek VBengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>",This is the secluded place where you would love to visit if you like a nice place to swim in sea and enjoy the sun,Nice beach
Date of experience: February 2014,"Shoeb_khan444Pune, India","<span class=""ui_bubble_rating bubble_30""></span>",Its a rocky beach and its better if you stay away from the water. We found lots of broken pieces of glass scattered on the beach so avoid taking a walk without your slippers.,Rocky beach.
Date of experience: January 2015,"CAMITESHKOTHARIMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>","gone over here 3 time during our stay mainly for paragliding.

1st time in the morning but was disappointed bcoz its starts around 3 pm
2nd time went on the same day again disappointment coz wind was not good to fly.
3rd time same story...More",Paragliding
Date of experience: January 2015,"Amit KSanta Clara, California, United States","<span class=""ui_bubble_rating bubble_40""></span>",Minus all the commercial activities that are available at calangute and Baga. There are not many hawkers/Sports salespeople pestering to buy their goods/service.,Nice beach
Date of experience: January 2015,"Nishant MNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>","Nice and Clean beach to visit. Must see Anjana beach shaks, very clean and refreshing from other beaches like candolum and baga",Anjuna Beach
Date of experience: September 2014,OrganicsmokeNavi Mumbai,"<span class=""ui_bubble_rating bubble_50""></span>","best for experiencing good places like curlies, UV, etc. beaches are quite and nice, love the maggie and egg bhurjis stalls along the beach side.",party beach
Date of experience: January 2015,Shalini SMilan,"<span class=""ui_bubble_rating bubble_50""></span>","brilliant weather, coupled with great environment, Goa is known to be a beach paradise and for anjuna is where all it happens, this place is far better than more famous Baga, crowd is more decent here with much better shacks serving chilled beer with ok...More",that's what goa is all about
Date of experience: January 2015,"AnikSachBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>","Don t miss this beach. A beach sitting beside Vegator beach is famous for its scenic beauty and relaxing atmosphere. Just sit on the shore and experience the silence of waves and obviously the soothing sound of waves. Its a clean beach, so do visit...More",A Scenic beauty
Date of experience: January 2015,"11tarunkNew Delhi, India","<span class=""ui_bubble_rating bubble_50""></span>",The beach is quite scenic and is full of hip crowd all through the day and night. Although it can do some better if it was cleaner.,Nice beach
,"Marsil87700Mumbai, India","<span class=""ui_bubble_rating bubble_30""></span>","Nothing much to look forward to,, I thought it might be different but just another beach,, little less crowded though",Very avg
